p	linkRatio	samplenum
350.5	1.0	1	470.0
201.8	1.0	1	96.0
224.5	1.0	1	166.0
325.2	1.0	1	309.0
131.3	1.0	3	152.0
153.5	1.0	3	310.0
362.0	1.0	1	335.0
380.0	1.0	1	329.0
119.6	1.0	4	210.0
341.5	1.0	1	372.0
333.0	1.0	1	283.0
219.0	1.0	1	131.0
377.6	1.0	1	413.0
376.9	1.0	1	329.0
125.1	1.0	3	180.66666666666666
113.9	1.0	3	164.0
271.8	1.0	1	212.0
305.6	1.0	1	326.0
93.3	1.0	6	251.66666666666666
396.5	1.0	1	432.0
222.0	1.0	1	154.0
82.0	1.0	9	147.33333333333334
406.7	1.0	1	432.0
57.0	0.9285714285714286	28	150.78571428571428
359.9	1.0	1	334.0
203.7	1.0	2	169.5
333.2	1.0	1	347.0
170.3	1.0	1	246.0
107.0	0.6666666666666666	6	256.8333333333333
285.2	1.0	1	189.0
350.3	1.0	1	325.0
84.9	1.0	5	99.4
165.6	1.0	1	118.0
235.6	1.0	1	135.0
219.8	1.0	2	131.5
229.5	1.0	1	177.0
276.4	1.0	1	213.0
92.5	1.0	4	106.25
224.0	1.0	1	150.0
323.2	1.0	1	271.0
242.8	1.0	1	388.0
235.4	1.0	1	170.0
64.5	0.75	16	160.5
289.1	1.0	1	231.0
272.4	1.0	1	216.0
240.2	1.0	3	182.33333333333334
375.6	1.0	1	360.0
179.8	1.0	1	95.0
88.8	0.9090909090909091	11	215.54545454545453
356.3	1.0	1	495.0
430.7	1.0	1	549.0
49.9	0.8	35	130.9142857142857
293.9	1.0	1	189.0
319.7	1.0	1	301.0
400.7	1.0	1	380.0
167.2	1.0	1	146.0
388.4	1.0	1	528.0
328.9	1.0	1	314.0
281.3	1.0	1	216.0
271.3	1.0	1	406.0
188.7	1.0	2	156.0
177.2	1.0	2	187.5
187.2	1.0	1	182.0
314.2	1.0	1	292.0
365.8	1.0	1	383.0
73.3	0.7777777777777778	18	168.33333333333334
339.4	1.0	1	301.0
191.0	1.0	1	113.0
91.7	0.8571428571428571	7	145.42857142857142
82.6	0.8	15	166.4
376.6	1.0	1	355.0
313.0	1.0	1	223.0
419.1	1.0	1	580.0
276.9	1.0	1	268.0
168.1	1.0	1	202.0
430.0	1.0	1	540.0
176.9	1.0	1	111.0
470.5	1.0	1	695.0
260.4	1.0	1	202.0
113.0	1.0	3	139.0
295.9	1.0	1	273.0
111.1	0.6666666666666666	3	171.66666666666666
217.8	1.0	1	173.0
234.4	1.0	1	180.0
313.8	1.0	1	288.0
134.3	1.0	2	161.5
143.4	1.0	3	212.33333333333334
166.8	1.0	1	77.0
237.2	1.0	1	143.0
267.5	1.0	1	278.0
301.0	1.0	1	292.0
458.7	1.0	1	591.0
324.8	1.0	1	393.0
428.5	1.0	1	510.0
283.6	1.0	1	211.0
161.3	1.0	2	149.5
74.3	0.9	10	155.0
100.4	1.0	5	124.2
214.7	1.0	1	136.0
28.0	0.6190476190476191	168	103.89880952380952
441.5	1.0	1	653.0
288.6	1.0	1	220.0
180.5	1.0	1	217.0
65.8	0.9375	16	154.625
289.0	1.0	1	298.0
112.5	0.8333333333333334	6	213.5
82.7	1.0	12	165.41666666666666
101.1	0.8333333333333334	6	156.83333333333334
448.6	1.0	1	613.0
189.5	1.0	2	242.5
182.7	1.0	1	109.0
194.5	1.0	1	157.0
305.3	1.0	1	292.0
325.6	1.0	1	296.0
382.6	1.0	1	406.0
207.0	1.0	1	165.0
44.9	0.85	40	121.75
192.9	1.0	1	155.0
311.7	1.0	1	250.0
98.5	1.0	7	192.42857142857142
84.5	0.9090909090909091	11	182.27272727272728
280.9	1.0	2	238.5
66.4	0.8461538461538461	13	161.76923076923077
339.7	1.0	1	308.0
95.3	0.8333333333333334	6	204.33333333333334
269.5	1.0	1	253.0
285.9	1.0	1	262.0
300.1	1.0	1	267.0
264.3	1.0	1	206.0
240.4	1.0	1	205.0
230.6	1.0	1	134.0
253.9	1.0	1	281.0
272.6	1.0	1	182.0
295.0	1.0	1	276.0
224.3	1.0	1	160.0
34.1	0.7115384615384616	104	105.10576923076923
209.4	1.0	1	508.0
304.7	1.0	1	259.0
253.8	1.0	1	189.0
159.8	1.0	3	311.3333333333333
147.8	1.0	1	124.0
139.8	1.0	1	131.0
162.1	1.0	3	164.66666666666666
106.7	1.0	3	223.0
249.1	1.0	1	163.0
112.4	1.0	3	158.66666666666666
144.5	1.0	4	162.0
308.2	1.0	1	320.0
265.5	1.0	1	279.0
133.6	1.0	1	59.0
157.6	1.0	1	115.0
81.0	0.8571428571428571	14	179.35714285714286
435.1	1.0	1	500.0
236.9	1.0	1	225.0
357.9	1.0	1	324.0
120.1	1.0	2	71.5
243.6	1.0	1	329.0
182.0	1.0	2	120.5
168.7	1.0	2	209.5
120.3	1.0	2	176.0
60.3	0.9130434782608695	23	186.34782608695653
156.8	1.0	4	244.25
195.5	1.0	1	163.0
165.7	1.0	1	520.0
387.3	1.0	1	402.0
107.8	0.6666666666666666	3	144.66666666666666
151.2	1.0	2	233.0
256.5	1.0	1	215.0
310.3	1.0	1	247.0
184.3	1.0	2	136.0
182.8	1.0	1	120.0
228.5	1.0	1	254.0
105.5	1.0	2	247.0
298.0	1.0	1	314.0
64.2	0.875	16	169.125
278.9	1.0	1	200.0
344.3	1.0	1	344.0
360.1	1.0	1	306.0
263.9	1.0	1	255.0
323.6	1.0	1	331.0
311.4	1.0	1	237.0
255.6	1.0	1	206.0
153.0	1.0	3	131.66666666666666
292.3	1.0	1	205.0
288.7	1.0	1	217.0
83.0	1.0	9	176.44444444444446
86.8	1.0	7	162.71428571428572
288.4	1.0	1	343.0
126.4	1.0	2	176.5
227.5	1.0	1	175.0
49.2	0.7428571428571429	35	148.2
340.8	1.0	1	310.0
82.9	0.8571428571428571	7	268.85714285714283
322.8	1.0	1	367.0
185.2	1.0	1	187.0
119.3	1.0	2	140.0
215.7	1.0	1	326.0
60.2	0.782608695652174	23	183.2608695652174
309.4	1.0	1	265.0
317.1	1.0	1	231.0
174.3	1.0	1	106.0
122.7	1.0	2	178.0
293.4	1.0	1	267.0
245.8	1.0	1	205.0
105.3	1.0	6	187.83333333333334
359.2	1.0	1	337.0
198.2	1.0	1	186.0
243.2	1.0	1	238.0
190.6	1.0	1	139.0
185.5	1.0	2	121.5
267.6	1.0	1	222.0
341.1	1.0	1	395.0
298.8	1.0	1	295.0
184.1	1.0	1	123.0
225.6	1.0	1	225.0
304.2	1.0	1	334.0
337.8	1.0	1	307.0
117.7	1.0	5	210.6
77.0	1.0	5	147.2
192.1	1.0	1	95.0
87.7	1.0	6	125.83333333333333
137.4	1.0	2	213.5
267.2	1.0	1	190.0
111.5	1.0	1	86.0
98.6	1.0	8	137.0
169.3	1.0	2	274.0
415.7	1.0	1	452.0
152.5	1.0	5	233.8
285.6	1.0	1	289.0
65.6	0.8333333333333334	12	104.41666666666667
132.2	1.0	2	315.5
313.7	1.0	1	295.0
216.5	1.0	2	161.0
100.0	1.0	4	167.5
159.6	1.0	1	119.0
138.6	1.0	2	184.5
155.1	1.0	3	188.0
321.5	1.0	1	258.0
19.5	0.5933734939759037	332	87.18373493975903
136.8	1.0	2	146.5
48.5	0.8809523809523809	42	170.28571428571428
45.5	0.6470588235294118	68	134.25
189.7	0.3333333333333333	3	334.3333333333333
13.7	0.4529331514324693	733	68.45156889495225
141.7	1.0	2	193.5
52.0	0.8	40	142.55
34.0	0.6972477064220184	109	116.59633027522936
35.7	0.7613636363636364	88	138.47727272727272
60.5	0.85	20	139.75
279.3	1.0	1	254.0
105.7	1.0	8	166.25
358.0	1.0	1	321.0
80.5	0.9285714285714286	14	153.78571428571428
89.9	1.0	7	164.0
238.1	1.0	1	264.0
183.2	1.0	1	158.0
116.3	1.0	1	202.0
29.1	0.6802721088435374	147	108.19047619047619
155.9	1.0	2	150.0
90.7	0.875	8	142.5
226.7	1.0	1	131.0
59.8	0.7307692307692307	26	136.8846153846154
82.4	0.875	8	136.125
163.0	1.0	1	140.0
310.4	1.0	1	260.0
133.7	1.0	2	89.5
106.8	0.8888888888888888	9	152.22222222222223
134.2	1.0	4	199.0
158.8	1.0	1	76.0
22.6	0.5555555555555556	234	102.4957264957265
119.8	0.75	4	204.25
166.1	1.0	1	116.0
215.6	1.0	1	136.0
115.6	1.0	6	188.16666666666666
103.7	0.6	5	122.8
86.0	1.0	5	152.2
162.2	1.0	2	219.5
252.5	1.0	1	153.0
225.5	1.0	1	147.0
219.1	1.0	1	136.0
183.0	1.0	1	167.0
195.7	1.0	1	145.0
138.7	1.0	1	74.0
146.3	1.0	3	127.66666666666667
55.5	0.7241379310344828	29	122.86206896551724
188.6	1.0	1	105.0
296.2	1.0	1	292.0
115.3	0.8333333333333334	6	174.0
193.9	1.0	1	123.0
120.2	1.0	3	164.33333333333334
243.3	1.0	1	158.0
142.0	1.0	2	155.0
125.9	1.0	1	73.0
215.3	1.0	1	136.0
234.1	1.0	1	171.0
158.7	1.0	1	118.0
145.0	1.0	1	113.0
222.7	1.0	1	171.0
118.9	0.6666666666666666	3	135.0
97.0	1.0	12	168.33333333333334
69.9	0.8666666666666667	15	134.53333333333333
66.6	0.8571428571428571	14	209.21428571428572
312.9	1.0	1	211.0
170.0	1.0	1	106.0
73.5	0.8333333333333334	18	135.27777777777777
250.3	1.0	1	210.0
115.5	1.0	4	135.75
124.8	1.0	7	196.28571428571428
158.2	1.0	3	162.66666666666666
121.3	1.0	4	175.0
82.3	0.6666666666666666	12	207.0
56.2	0.8571428571428571	35	128.85714285714286
68.9	0.9285714285714286	14	178.85714285714286
227.6	1.0	1	166.0
218.6	1.0	1	175.0
32.8	0.7033898305084746	118	120.63559322033899
124.6	1.0	3	194.0
157.2	1.0	3	228.66666666666666
81.7	1.0	9	144.0
185.0	1.0	2	138.0
103.2	1.0	1	53.0
183.9	1.0	2	210.0
66.8	0.8235294117647058	17	147.11764705882354
273.0	1.0	1	220.0
151.9	1.0	2	134.0
250.5	1.0	1	195.0
409.7	1.0	1	437.0
104.6	0.75	4	181.75
66.3	0.9090909090909091	11	109.45454545454545
36.6	0.8088235294117647	68	124.20588235294117
156.1	1.0	1	106.0
216.1	1.0	1	169.0
61.5	0.8928571428571429	28	151.21428571428572
170.9	1.0	1	86.0
398.5	1.0	1	466.0
117.3	1.0	2	151.5
112.3	1.0	5	153.4
156.2	1.0	3	240.33333333333334
160.0	1.0	1	88.0
179.6	1.0	2	185.0
75.8	0.8333333333333334	18	150.44444444444446
255.5	1.0	1	178.0
76.9	0.75	4	141.5
93.7	1.0	5	156.8
117.5	1.0	1	267.0
187.9	1.0	1	226.0
62.8	0.7368421052631579	19	142.3684210526316
231.9	1.0	1	190.0
228.6	1.0	1	178.0
183.5	1.0	1	117.0
104.1	1.0	3	120.0
144.6	1.0	6	239.83333333333334
189.3	1.0	4	272.25
120.6	1.0	5	177.8
111.7	1.0	4	138.5
101.2	1.0	6	210.66666666666666
186.1	1.0	1	101.0
113.8	1.0	2	124.5
27.2	0.653179190751445	173	98.57225433526011
153.9	1.0	3	179.33333333333334
28.9	0.6948051948051948	154	107.56493506493507
152.8	1.0	2	180.0
248.3	1.0	1	184.0
206.2	1.0	1	124.0
104.8	1.0	2	130.0
316.7	1.0	1	245.0
96.3	1.0	9	163.11111111111111
329.9	1.0	1	278.0
178.7	1.0	1	121.0
98.2	1.0	7	128.71428571428572
264.5	1.0	1	241.0
120.4	1.0	7	173.0
240.0	1.0	2	186.5
244.2	1.0	1	159.0
104.3	1.0	5	132.8
231.0	1.0	1	152.0
195.6	1.0	1	92.0
87.5	0.8571428571428571	7	149.42857142857142
342.8	1.0	1	300.0
94.2	0.8333333333333334	6	164.5
199.9	1.0	1	142.0
204.1	1.0	1	112.0
46.6	0.7872340425531915	47	138.27659574468086
99.3	1.0	6	154.66666666666666
168.8	1.0	1	114.0
212.4	1.0	1	138.0
80.7	0.8571428571428571	14	154.71428571428572
242.2	1.0	2	176.5
67.9	0.8666666666666667	15	156.13333333333333
88.2	1.0	4	143.75
216.4	1.0	1	175.0
99.8	1.0	7	223.42857142857142
103.1	1.0	4	158.5
54.4	0.6451612903225806	31	126.09677419354838
100.9	1.0	3	96.66666666666667
118.2	1.0	4	192.25
109.9	0.75	4	162.25
201.0	1.0	1	150.0
68.4	0.8333333333333334	18	152.94444444444446
175.5	1.0	2	308.0
247.9	1.0	1	147.0
181.7	1.0	1	104.0
232.4	1.0	1	168.0
196.1	1.0	1	109.0
116.5	1.0	6	119.5
273.1	1.0	1	179.0
23.8	0.6339285714285714	224	101.83482142857143
108.1	1.0	5	144.8
231.6	1.0	1	187.0
116.1	1.0	7	193.14285714285714
115.4	1.0	4	164.0
155.5	1.0	2	377.0
213.6	1.0	1	133.0
40.4	0.7464788732394366	71	150.33802816901408
304.1	1.0	1	331.0
213.3	1.0	1	138.0
268.6	1.0	1	202.0
268.4	1.0	1	227.0
198.8	1.0	1	163.0
61.4	0.8	20	156.05
101.3	1.0	3	184.33333333333334
101.8	0.875	8	176.625
179.5	1.0	1	117.0
180.6	1.0	1	128.0
90.4	1.0	7	142.71428571428572
149.9	1.0	1	84.0
238.5	1.0	1	205.0
190.2	1.0	1	113.0
171.0	1.0	2	206.5
23.5	0.6088888888888889	225	105.88
91.5	1.0	8	196.875
68.2	0.6428571428571429	14	133.5
258.0	1.0	1	180.0
77.7	0.9230769230769231	13	147.84615384615384
233.0	1.0	1	153.0
220.8	1.0	1	135.0
59.0	0.8461538461538461	26	153.15384615384616
149.2	0.75	4	228.5
41.5	0.819672131147541	61	131.62295081967213
169.1	1.0	1	102.0
150.4	1.0	2	242.5
106.4	1.0	8	170.625
112.1	1.0	6	159.16666666666666
459.9	1.0	1	603.0
89.2	1.0	8	132.875
279.7	1.0	1	210.0
159.3	1.0	1	133.0
136.6	0.6666666666666666	3	310.0
170.7	1.0	1	143.0
168.2	1.0	1	128.0
72.3	0.6666666666666666	9	131.22222222222223
218.8	1.0	1	160.0
41.2	0.8148148148148148	54	131.0185185185185
181.0	1.0	1	124.0
228.2	1.0	1	136.0
191.9	1.0	1	104.0
198.7	1.0	2	230.0
153.3	1.0	1	87.0
204.0	1.0	1	140.0
127.2	1.0	5	187.4
133.3	1.0	3	256.0
136.3	1.0	1	108.0
26.9	0.6037735849056604	159	108.81132075471699
112.9	0.5	4	182.0
247.5	1.0	1	180.0
137.6	1.0	3	185.0
56.6	0.8148148148148148	27	106.55555555555556
286.4	1.0	1	212.0
129.4	1.0	1	63.0
456.9	1.0	1	560.0
211.2	1.0	1	135.0
264.7	1.0	1	200.0
241.0	1.0	1	167.0
140.5	1.0	1	73.0
209.6	1.0	1	171.0
224.4	1.0	1	151.0
297.6	1.0	1	244.0
130.7	1.0	3	234.66666666666666
76.6	0.7058823529411765	17	120.05882352941177
47.9	0.7586206896551724	29	155.41379310344828
116.8	0.5	2	208.5
70.6	1.0	8	144.25
232.8	1.0	1	161.0
221.6	1.0	1	199.0
229.7	1.0	1	152.0
195.9	1.0	2	234.5
93.6	1.0	2	114.5
48.2	0.8541666666666666	48	162.08333333333334
388.0	1.0	1	400.0
12.7	0.4718397997496871	799	65.24280350438048
204.9	0.5	2	358.0
196.7	1.0	1	123.0
271.6	1.0	1	219.0
158.4	1.0	2	400.0
77.8	0.9090909090909091	11	137.9090909090909
297.9	1.0	1	207.0
349.2	1.0	1	316.0
123.9	0.5	2	165.5
166.9	1.0	3	396.0
137.5	1.0	3	175.33333333333334
356.2	1.0	1	403.0
292.9	1.0	1	245.0
226.5	1.0	1	198.0
141.2	1.0	3	208.0
145.4	1.0	2	177.0
135.3	1.0	2	174.5
312.7	1.0	1	244.0
85.4	1.0	10	146.2
247.4	1.0	1	216.0
69.5	0.9375	16	197.875
208.7	1.0	1	127.0
161.7	1.0	1	170.0
170.6	1.0	1	97.0
71.3	0.8181818181818182	11	153.72727272727272
237.8	1.0	1	172.0
269.7	1.0	1	176.0
154.1	1.0	1	115.0
83.8	0.6666666666666666	9	118.22222222222223
154.5	1.0	1	90.0
101.9	1.0	2	111.0
171.5	1.0	1	93.0
22.0	0.6179775280898876	267	97.31460674157303
42.6	0.8032786885245902	61	145.63934426229508
43.5	0.8	55	116.74545454545455
34.2	0.7551020408163265	98	118.11224489795919
176.0	1.0	1	153.0
101.5	1.0	4	154.0
124.5	1.0	6	210.0
65.2	0.85	20	154.4
38.9	0.6774193548387096	62	113.0
83.3	0.8888888888888888	9	124.66666666666667
33.1	0.676923076923077	130	109.25384615384615
140.8	1.0	2	273.0
29.4	0.6737588652482269	141	105.76595744680851
106.2	1.0	7	148.28571428571428
128.2	1.0	3	152.66666666666666
35.3	0.7093023255813954	86	107.51162790697674
216.7	1.0	1	146.0
244.8	1.0	1	245.0
119.2	1.0	2	169.5
144.3	1.0	8	271.5
89.1	0.7777777777777778	9	138.11111111111111
63.4	0.9230769230769231	13	121.23076923076923
187.1	1.0	1	120.0
200.9	1.0	1	121.0
76.0	0.6666666666666666	12	139.08333333333334
114.2	1.0	1	66.0
153.2	1.0	1	147.0
111.0	1.0	3	105.33333333333333
39.0	0.8059701492537313	67	130.97014925373134
68.6	0.8888888888888888	18	204.66666666666666
49.6	0.8717948717948718	39	130.7948717948718
53.4	0.625	32	130.5
87.6	1.0	7	167.42857142857142
108.8	1.0	6	163.0
124.7	1.0	3	173.66666666666666
81.3	1.0	7	163.28571428571428
69.8	0.9	10	140.7
26.0	0.634020618556701	194	108.9278350515464
72.5	0.8666666666666667	15	116.66666666666667
151.0	1.0	1	115.0
29.5	0.6973684210526315	152	110.53947368421052
98.8	1.0	5	226.4
36.1	0.7023809523809523	84	108.1547619047619
42.5	0.7538461538461538	65	130.96923076923076
63.9	0.9090909090909091	11	174.63636363636363
105.2	1.0	3	157.33333333333334
126.9	0.6666666666666666	3	173.66666666666666
85.0	0.9090909090909091	11	150.0
67.0	0.8181818181818182	11	154.8181818181818
34.8	0.7142857142857143	98	127.57142857142857
51.5	0.7948717948717948	39	151.48717948717947
77.9	0.8461538461538461	13	139.53846153846155
68.7	1.0	9	180.88888888888889
43.9	0.7241379310344828	58	132.3448275862069
81.5	1.0	15	145.13333333333333
98.4	1.0	1	58.0
97.3	1.0	3	111.33333333333333
89.8	0.7142857142857143	7	157.57142857142858
87.9	0.8888888888888888	9	187.77777777777777
82.8	0.8571428571428571	7	143.42857142857142
39.1	0.7361111111111112	72	126.08333333333333
51.6	0.71875	32	145.15625
39.7	0.6857142857142857	70	118.34285714285714
59.4	0.72	25	128.48
36.9	0.7162162162162162	74	117.04054054054055
61.7	0.875	16	130.9375
114.6	1.0	1	265.0
130.6	1.0	2	219.0
92.2	1.0	4	264.5
99.0	0.8571428571428571	7	233.71428571428572
110.1	1.0	1	220.0
53.6	0.7941176470588235	34	143.0
62.6	0.9375	16	166.8125
123.2	1.0	2	195.0
107.4	0.8	5	226.2
119.7	1.0	5	208.6
127.1	1.0	4	267.25
55.2	0.8571428571428571	35	143.5142857142857
96.1	1.0	5	170.4
128.1	1.0	5	197.0
129.2	1.0	3	226.66666666666666
123.5	1.0	4	202.75
70.7	0.6	10	133.9
105.1	1.0	3	167.0
121.1	1.0	3	222.66666666666666
91.2	0.8888888888888888	9	143.77777777777777
86.6	0.75	8	141.25
101.0	0.9	10	172.5
91.8	0.8888888888888888	9	186.88888888888889
115.0	1.0	2	179.0
69.1	0.7222222222222222	18	142.33333333333334
88.5	0.9090909090909091	11	204.63636363636363
99.9	1.0	7	148.14285714285714
83.4	0.8	10	145.8
109.0	1.0	4	216.0
129.8	1.0	1	245.0
122.8	1.0	2	262.0
110.2	1.0	5	194.8
96.6	0.8	5	124.2
67.5	0.7692307692307693	13	154.76923076923077
107.3	1.0	4	242.75
126.0	1.0	1	270.0
115.1	1.0	2	239.5
78.7	1.0	6	232.66666666666666
107.2	1.0	4	212.25
130.0	1.0	1	311.0
89.7	1.0	6	148.33333333333334
54.9	0.7941176470588235	34	185.26470588235293
130.2	1.0	3	285.0
135.2	1.0	1	320.0
99.6	1.0	6	173.33333333333334
110.0	1.0	2	196.5
143.2	1.0	3	330.3333333333333
79.1	1.0	9	163.88888888888889
83.7	1.0	9	194.11111111111111
110.4	1.0	3	193.66666666666666
97.7	0.75	4	158.0
87.2	0.75	12	166.5
136.7	1.0	3	302.3333333333333
131.4	1.0	2	238.5
71.2	0.75	12	150.08333333333334
100.2	0.8571428571428571	7	181.28571428571428
109.3	0.5	2	226.0
64.7	0.8823529411764706	17	156.8235294117647
128.7	1.0	3	274.6666666666667
81.9	0.8571428571428571	14	161.07142857142858
108.6	0.6666666666666666	3	175.66666666666666
90.0	0.9	10	174.1
107.7	0.8333333333333334	6	191.83333333333334
86.5	0.9	10	150.0
81.1	1.0	5	140.6
108.2	1.0	4	165.5
82.5	0.9411764705882353	17	220.76470588235293
196.8	1.0	1	355.0
61.0	0.85	20	162.95
58.4	0.8823529411764706	17	155.0
103.3	0.8	10	228.0
57.9	0.9090909090909091	22	162.72727272727272
130.5	1.0	5	259.0
118.1	1.0	1	226.0
78.8	0.8333333333333334	12	164.75
67.2	0.8235294117647058	17	187.23529411764707
153.1	1.0	1	354.0
48.9	0.8611111111111112	36	154.77777777777777
97.4	1.0	2	169.0
73.2	0.5833333333333334	12	143.91666666666666
60.0	0.75	28	153.85714285714286
109.8	1.0	4	202.0
117.4	1.0	5	177.0
65.9	0.8823529411764706	17	162.05882352941177
85.5	1.0	7	145.42857142857142
113.2	1.0	5	197.0
92.6	1.0	7	218.42857142857142
106.3	0.8	5	179.0
108.0	1.0	5	176.0
94.5	0.8	5	219.8
117.8	1.0	2	176.5
77.1	1.0	7	197.42857142857142
68.0	0.9047619047619048	21	123.71428571428571
103.8	1.0	4	216.5
75.1	0.8	15	168.0
104.2	1.0	5	169.6
89.5	0.875	8	182.125
122.5	1.0	2	208.0
72.2	1.0	10	128.4
86.4	0.9	10	168.6
92.7	1.0	5	158.2
106.1	1.0	2	180.5
110.5	1.0	2	199.0
85.8	0.7777777777777778	9	157.44444444444446
98.7	1.0	3	193.33333333333334
122.2	1.0	3	236.0
37.9	0.7361111111111112	72	119.25
74.5	0.8	10	129.7
100.1	1.0	7	169.71428571428572
132.8	1.0	3	273.6666666666667
64.4	0.7368421052631579	19	151.21052631578948
126.3	1.0	2	277.5
110.6	1.0	4	204.5
78.2	0.8	10	213.3
56.0	0.8064516129032258	31	166.1290322580645
110.9	1.0	6	179.0
94.6	0.6666666666666666	6	217.33333333333334
114.0	0.0	1	195.0
78.6	1.0	7	192.0
75.0	0.8	15	144.13333333333333
58.9	0.875	24	156.16666666666666
110.3	0.8	5	187.4
43.4	0.8571428571428571	56	141.875
63.1	0.8	20	158.3
87.4	0.7272727272727273	11	234.8181818181818
75.9	0.7857142857142857	14	117.64285714285714
77.2	0.875	16	123.875
79.9	1.0	5	189.2
49.7	0.8108108108108109	37	136.13513513513513
84.6	0.9166666666666666	12	185.08333333333334
78.1	0.7692307692307693	13	179.3846153846154
132.0	1.0	3	252.0
114.9	1.0	3	186.0
83.1	1.0	3	99.0
63.0	0.7083333333333334	24	164.41666666666666
95.6	1.0	3	173.33333333333334
73.4	0.8181818181818182	11	167.36363636363637
117.6	1.0	2	237.0
72.0	0.8947368421052632	19	171.10526315789474
97.8	1.0	2	168.5
42.0	0.7222222222222222	54	132.05555555555554
63.8	0.7142857142857143	21	155.61904761904762
66.0	0.9411764705882353	17	177.64705882352942
58.3	0.8076923076923077	26	166.0
79.5	1.0	4	112.25
72.9	0.7777777777777778	9	123.44444444444444
28.2	0.5789473684210527	152	98.48026315789474
52.8	0.7714285714285715	35	174.71428571428572
88.7	0.9	10	183.4
78.3	1.0	13	193.76923076923077
95.7	1.0	5	191.6
105.4	1.0	3	193.0
19.2	0.5721925133689839	374	89.14171122994652
76.7	1.0	10	147.4
86.7	0.875	8	135.75
38.2	0.7848101265822784	79	138.83544303797467
70.8	0.6666666666666666	12	138.5
71.7	0.9230769230769231	13	147.46153846153845
84.1	1.0	13	233.23076923076923
51.1	0.9090909090909091	33	140.54545454545453
96.8	1.0	7	179.14285714285714
75.2	0.9	10	137.3
56.4	0.7894736842105263	19	149.10526315789474
97.2	1.0	5	172.4
91.0	1.0	3	139.0
90.8	0.5	6	203.33333333333334
139.7	1.0	1	341.0
102.9	1.0	4	159.5
56.7	0.8695652173913043	23	157.1304347826087
71.0	0.9333333333333333	15	152.0
92.0	1.0	7	190.42857142857142
51.7	0.7878787878787878	33	125.36363636363636
138.2	1.0	3	297.6666666666667
78.9	0.875	16	180.5
90.6	1.0	5	139.6
65.7	0.8125	16	167.375
94.1	1.0	5	159.4
107.5	0.875	8	199.25
91.3	0.6666666666666666	6	142.16666666666666
105.8	1.0	3	227.66666666666666
89.3	1.0	9	162.66666666666666
77.5	0.8333333333333334	6	163.0
79.7	0.75	16	154.4375
39.9	0.7592592592592593	54	139.09259259259258
57.2	0.6666666666666666	30	130.93333333333334
57.1	0.7096774193548387	31	178.0
113.6	0.6	5	193.4
139.4	1.0	4	301.75
97.5	1.0	3	244.33333333333334
32.0	0.6869565217391305	115	107.82608695652173
82.1	1.0	8	252.75
151.5	1.0	1	415.0
59.2	0.9259259259259259	27	210.59259259259258
96.7	1.0	8	159.875
201.6	1.0	1	399.0
106.9	1.0	4	196.75
164.5	1.0	1	427.0
46.7	0.8301886792452831	53	152.1509433962264
65.5	1.0	10	289.6
54.6	0.7241379310344828	29	155.24137931034483
71.8	1.0	16	200.875
162.6	0.5	2	319.5
123.4	1.0	2	218.0
82.2	1.0	7	156.28571428571428
172.3	1.0	1	428.0
220.7	1.0	1	717.0
95.4	1.0	1	357.0
85.1	0.8888888888888888	9	156.55555555555554
103.0	0.6666666666666666	3	252.66666666666666
145.2	1.0	2	300.5
79.2	1.0	6	173.16666666666666
95.0	1.0	3	209.33333333333334
200.0	1.0	2	374.5
104.4	1.0	5	163.4
155.7	1.0	3	300.3333333333333
129.5	1.0	3	224.66666666666666
128.3	1.0	5	218.2
163.5	1.0	1	336.0
59.3	0.875	24	200.95833333333334
112.6	1.0	2	216.0
49.1	0.7	40	136.175
97.9	1.0	5	250.2
103.9	0.75	4	138.25
121.6	1.0	4	204.0
98.9	0.5	2	104.0
72.7	0.9230769230769231	13	177.6153846153846
72.6	0.9090909090909091	11	166.0909090909091
29.6	0.5304347826086957	115	93.75652173913043
102.7	1.0	3	216.0
100.3	1.0	6	168.33333333333334
93.8	0.7142857142857143	7	149.42857142857142
88.9	1.0	9	163.66666666666666
69.3	0.8571428571428571	14	151.92857142857142
88.1	0.75	4	172.0
90.3	0.8888888888888888	9	163.44444444444446
90.5	0.8571428571428571	7	188.0
85.7	0.8333333333333334	6	159.83333333333334
69.4	0.9090909090909091	22	155.45454545454547
57.6	0.7407407407407407	27	166.88888888888889
76.1	0.9285714285714286	14	186.28571428571428
70.5	0.7777777777777778	9	167.88888888888889
73.7	0.75	12	174.58333333333334
94.3	1.0	7	248.0
60.4	0.8125	16	144.0625
99.7	0.75	4	232.5
74.4	0.8095238095238095	21	144.95238095238096
86.3	1.0	5	232.8
149.5	1.0	1	325.0
72.8	0.5714285714285714	7	156.14285714285714
74.6	1.0	10	189.6
67.8	0.9166666666666666	12	186.25
73.8	0.8461538461538461	13	156.84615384615384
45.7	0.8148148148148148	54	149.66666666666666
79.4	0.875	8	187.625
123.6	1.0	4	254.75
70.2	0.8333333333333334	12	133.16666666666666
154.8	1.0	1	315.0
57.8	0.782608695652174	23	153.56521739130434
47.3	0.8333333333333334	48	168.125
140.6	0.6666666666666666	3	342.0
119.9	0.6666666666666666	3	221.0
60.8	0.7727272727272727	22	157.5
91.4	0.5714285714285714	7	145.57142857142858
79.0	0.9090909090909091	11	170.9090909090909
131.8	0.8333333333333334	6	230.66666666666666
105.9	0.75	4	133.75
